conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Partner -> Partner,Related information concept link from Partner to Partner,Information Concept Link,,Partner,,Partner,14,,Partner
,Partner -> Policy,Related information concept link from Partner to Policy,Information Concept Link,,Partner,,Partner,15,,Policy
,Partner -> Strategy,Related information concept link from Partner to Strategy,Information Concept Link,,Partner,,Partner,16,,Strategy
,Plan,"Category: Primary. An organized, sequenced set of steps or instructions, which may include milestones, intended to achieve a result when completed.",Information Concept,,,,,,,
,Strategic,Type for Plan,Information Concept Type,,Plan,,Plan,1,,
,Tactical,Type for Plan,Information Concept Type,,Plan,,Plan,2,,
,Operational,Type for Plan,Information Concept Type,,Plan,,Plan,3,,
,Sales,Type for Plan,Information Concept Type,,Plan,,Plan,4,,
,Financial,Type for Plan,Information Concept Type,,Plan,,Plan,5,,
,In-Formulation,State for Plan,Information Concept State,,Plan,,Plan,1,,
,Formulated,State for Plan,Information Concept State,,Plan,,Plan,2,,
,Plan -> Asset,Related information concept link from Plan to Asset,Information Concept Link,,Plan,,Plan,1,,Asset
,Plan -> Channel,Related information concept link from Plan to Channel,Information Concept Link,,Plan,,Plan,2,,Channel
,Plan -> Financial Forecast,Related information concept link from Plan to Financial Forecast,Information Concept Link,,Plan,,Plan,3,,Financial Forecast
,Plan -> Financial Position,Related information concept link from Plan to Financial Position,Information Concept Link,,Plan,,Plan,4,,Financial Position
,Plan -> Initiative,Related information concept link from Plan to Initiative,Information Concept Link,,Plan,,Plan,5,,Initiative
,Plan -> Location,Related information concept link from Plan to Location,Information Concept Link,,Plan,,Plan,6,,Location
,Plan -> Objective,Related information concept link from Plan to Objective,Information Concept Link,,Plan,,Plan,7,,Objective
,Plan -> Partner,Related information concept link from Plan to Partner,Information Concept Link,,Plan,,Plan,8,,Partner
,Plan -> Plan,Related information concept link from Plan to Plan,Information Concept Link,,Plan,,Plan,9,,Plan
,Plan -> Policy,Related information concept link from Plan to Policy,Information Concept Link,,Plan,,Plan,10,,Policy
,Plan -> Research,Related information concept link from Plan to Research,Information Concept Link,,Plan,,Plan,11,,Research
,Plan -> Strategy,Related information concept link from Plan to Strategy,Information Concept Link,,Plan,,Plan,12,,Strategy
,Plan -> Work Item,Related information concept link from Plan to Work Item,Information Concept Link,,Plan,,Plan,13,,Work Item
,Policy,"Category: Primary. A set of rules, procedures, regulations, and principles, or, a codified proposed intent.",Information Concept,,,,,,,
,Formal,Type for Policy,Information Concept Type,,Policy,,Policy,1,,
,Informal,Type for Policy,Information Concept Type,,Policy,,Policy,2,,
,Temporary,Type for Policy,Information Concept Type,,Policy,,Policy,3,,
,Permanent,Type for Policy,Information Concept Type,,Policy,,Policy,4,,
,Draft,State for Policy,Information Concept State,,Policy,,Policy,1,,
,Proposed,State for Policy,Information Concept State,,Policy,,Policy,2,,
,Adopted,State for Policy,Information Concept State,,Policy,,Policy,3,,
,Rescinded,State for Policy,Information Concept State,,Policy,,Policy,4,,
,Policy -> Location,Related information concept link from Policy to Location,Information Concept Link,,Policy,,Policy,1,,Location
,Policy -> Policy,Related information concept link from Policy to Policy,Information Concept Link,,Policy,,Policy,2,,Policy
,Public Sector Entity,Category: Primary. A governmental body or collection of governmental bodies.,Information Concept,,,,,,,
,For-Profit,Type for Public Sector Entity,Information Concept Type,,Public Sector Entity,,Public Sector Entity,1,,
,Not-for-Profit,Type for Public Sector Entity,Information Concept Type,,Public Sector Entity,,Public Sector Entity,2,,
,For-Benefit,Type for Public Sector Entity,Information Concept Type,,Public Sector Entity,,Public Sector Entity,3,,
,Corporation,Type for Public Sector Entity,Information Concept Type,,Public Sector Entity,,Public Sector Entity,4,,
,Partnership,Type for Public Sector Entity,Information Concept Type,,Public Sector Entity,,Public Sector Entity,5,,
,Sole Proprietorship,Type for Public Sector Entity,Information Concept Type,,Public Sector Entity,,Public Sector Entity,6,,
,Government Organizations,Type for Public Sector Entity,Information Concept Type,,Public Sector Entity,,Public Sector Entity,7,,
,Extant,State for Public Sector Entity,Information Concept State,,Public Sector Entity,,Public Sector Entity,1,,
,Non-Extant,State for Public Sector Entity,Information Concept State,,Public Sector Entity,,Public Sector Entity,2,,
,Temporary,State for Public Sector Entity,Information Concept State,,Public Sector Entity,,Public Sector Entity,3,,
,In-Formation,State for Public Sector Entity,Information Concept State,,Public Sector Entity,,Public Sector Entity,4,,
,Public Sector Entity -> Financial Forecast,Related information concept link from Public Sector Entity to Financial Forecast,Information Concept Link,,Public Sector Entity,,Public Sector Entity,1,,Financial Forecast
,Public Sector Entity -> Financial Position,Related information concept link from Public Sector Entity to Financial Position,Information Concept Link,,Public Sector Entity,,Public Sector Entity,2,,Financial Position
,Public Sector Entity -> Investment Portfolio,Related information concept link from Public Sector Entity to Investment Portfolio,Information Concept Link,,Public Sector Entity,,Public Sector Entity,3,,Investment Portfolio
,Public Sector Entity -> Job,Related information concept link from Public Sector Entity to Job,Information Concept Link,,Public Sector Entity,,Public Sector Entity,4,,Job
,Public Sector Entity -> Policy,Related information concept link from Public Sector Entity to Policy,Information Concept Link,,Public Sector Entity,,Public Sector Entity,5,,Policy
,Public Sector Entity -> Public Sector Entity,Related information concept link from Public Sector Entity to Public Sector Entity,Information Concept Link,,Public Sector Entity,,Public Sector Entity,6,,Public Sector Entity
,Public Sector Entity -> Strategy,Related information concept link from Public Sector Entity to Strategy,Information Concept Link,,Public Sector Entity,,Public Sector Entity,7,,Strategy
,Research,Category: Primary. A systematic investigation into materials and sources intended to establish facts and produce insights.,Information Concept,,,,,,,
,Primary,Type for Research,Information Concept Type,,Research,,Research,1,,
,Secondary,Type for Research,Information Concept Type,,Research,,Research,2,,
,Qualitative,Type for Research,Information Concept Type,,Research,,Research,3,,
,Quantitative,Type for Research,Information Concept Type,,Research,,Research,4,,
,Planned,State for Research,Information Concept State,,Research,,Research,1,,
,Active,State for Research,Information Concept State,,Research,,Research,2,,
,Concluded,State for Research,Information Concept State,,Research,,Research,3,,
,Research -> Asset,Related information concept link from Research to Asset,Information Concept Link,,Research,,Research,1,,Asset
,Research -> Constituent,Related information concept link from Research to Constituent,Information Concept Link,,Research,,Research,2,,Constituent
,Research -> Content,Related information concept link from Research to Content,Information Concept Link,,Research,,Research,3,,Content
,Research -> Government Service,Related information concept link from Research to Government Service,Information Concept Link,,Research,,Research,4,,Government Service
,Research -> Initiative,Related information concept link from Research to Initiative,Information Concept Link,,Research,,Research,5,,Initiative
,Research -> Market,Related information concept link from Research to Market,Information Concept Link,,Research,,Research,6,,Market
,Research -> Research,Related information concept link from Research to Research,Information Concept Link,,Research,,Research,7,,Research
,Route,"Category: Primary. A way or course taken in getting from a starting point to a destination, which may include stops along the way.",Information Concept,,,,,,,
,Fixed-route,Type for Route,Information Concept Type,,Route,,Route,1,,
,Flexible Route,Type for Route,Information Concept Type,,Route,,Route,2,,
,Radial Route,Type for Route,Information Concept Type,,Route,,Route,3,,
,Diameter Route,Type for Route,Information Concept Type,,Route,,Route,4,,
,Tangential Route,Type for Route,Information Concept Type,,Route,,Route,5,,
,Sequential Route,Type for Route,Information Concept Type,,Route,,Route,6,,
,Circular,Type for Route,Information Concept Type,,Route,,Route,7,,
,Lacial,Type for Route,Information Concept Type,,Route,,Route,8,,
,Route,Type for Route,Information Concept Type,,Route,,Route,9,,
,Arcantial Route,Type for Route,Information Concept Type,,Route,,Route,10,,
,Circumferential Route,Type for Route,Information Concept Type,,Route,,Route,11,,
,Circumferential Peripheral Route,Type for Route,Information Concept Type,,Route,,Route,12,,
,Linear,Type for Route,Information Concept Type,,Route,,Route,13,,
,Feeder,Type for Route,Information Concept Type,,Route,,Route,14,,
,Proposed,State for Route,Information Concept State,,Route,,Route,1,,
,Planned,State for Route,Information Concept State,,Route,,Route,2,,
,Executed,State for Route,Information Concept State,,Route,,Route,3,,
,Route -> Asset,Related information concept link from Route to Asset,Information Concept Link,,Route,,Route,1,,Asset
,Route -> Campaign,Related information concept link from Route to Campaign,Information Concept Link,,Route,,Route,2,,Campaign
,Route -> Location,Related information concept link from Route to Location,Information Concept Link,,Route,,Route,3,,Location
,Route -> Partner,Related information concept link from Route to Partner,Information Concept Link,,Route,,Route,4,,Partner
,Route -> Plan,Related information concept link from Route to Plan,Information Concept Link,,Route,,Route,5,,Plan
,Route -> Strategy,Related information concept link from Route to Strategy,Information Concept Link,,Route,,Route,6,,Strategy
,Schedule,Category: Primary. An aggregation of schedule elements.,Information Concept,,,,,,,
,Public,Type for Schedule,Information Concept Type,,Schedule,,Schedule,1,,
,Private,Type for Schedule,Information Concept Type,,Schedule,,Schedule,2,,
,In-Development,State for Schedule,Information Concept State,,Schedule,,Schedule,1,,
,Developed,State for Schedule,Information Concept State,,Schedule,,Schedule,2,,
,Schedule -> Agreement,Related information concept link from Schedule to Agreement,Information Concept Link,,Schedule,,Schedule,1,,Agreement
,Schedule -> Agreement Term,Related information concept link from Schedule to Agreement Term,Information Concept Link,,Schedule,,Schedule,2,,Agreement Term
,Schedule -> Asset,Related information concept link from Schedule to Asset,Information Concept Link,,Schedule,,Schedule,3,,Asset
,Schedule -> Biological Organism,Related information concept link from Schedule to Biological Organism,Information Concept Link,,Schedule,,Schedule,4,,Biological Organism
,Schedule -> Brand,Related information concept link from Schedule to Brand,Information Concept Link,,Schedule,,Schedule,5,,Brand
,Schedule -> Campaign,Related information concept link from Schedule to Campaign,Information Concept Link,,Schedule,,Schedule,6,,Campaign
,Schedule -> Channel,Related information concept link from Schedule to Channel,Information Concept Link,,Schedule,,Schedule,7,,Channel
,Schedule -> Competency,Related information concept link from Schedule to Competency,Information Concept Link,,Schedule,,Schedule,8,,Competency
,Schedule -> Constituent,Related information concept link from Schedule to Constituent,Information Concept Link,,Schedule,,Schedule,9,,Constituent
,Schedule -> Content Impression,Related information concept link from Schedule to Content Impression,Information Concept Link,,Schedule,,Schedule,10,,Content Impression
,Schedule -> Content,Related information concept link from Schedule to Content,Information Concept Link,,Schedule,,Schedule,11,,Content
,Schedule -> Course of Action,Related information concept link from Schedule to Course of Action,Information Concept Link,,Schedule,,Schedule,12,,Course of Action
,Schedule -> Currency,Related information concept link from Schedule to Currency,Information Concept Link,,Schedule,,Schedule,13,,Currency
,Schedule -> Decision,Related information concept link from Schedule to Decision,Information Concept Link,,Schedule,,Schedule,14,,Decision
,Schedule -> Dispute,Related information concept link from Schedule to Dispute,Information Concept Link,,Schedule,,Schedule,15,,Dispute
,Schedule -> Financial Account,Related information concept link from Schedule to Financial Account,Information Concept Link,,Schedule,,Schedule,16,,Financial Account
,Schedule -> Financial Transaction,Related information concept link from Schedule to Financial Transaction,Information Concept Link,,Schedule,,Schedule,17,,Financial Transaction
,Schedule -> Goal,Related information concept link from Schedule to Goal,Information Concept Link,,Schedule,,Schedule,18,,Goal
,Schedule -> Government Service,Related information concept link from Schedule to Government Service,Information Concept Link,,Schedule,,Schedule,19,,Government Service
,Schedule -> Human Resource,Related information concept link from Schedule to Human Resource,Information Concept Link,,Schedule,,Schedule,20,,Human Resource
,Schedule -> Incident,Related information concept link from Schedule to Incident,Information Concept Link,,Schedule,,Schedule,21,,Incident
,Schedule -> Infrastructure,Related information concept link from Schedule to Infrastructure,Information Concept Link,,Schedule,,Schedule,22,,Infrastructure
,Schedule -> Initiative,Related information concept link from Schedule to Initiative,Information Concept Link,,Schedule,,Schedule,23,,Initiative
,Schedule -> Inquiry,Related information concept link from Schedule to Inquiry,Information Concept Link,,Schedule,,Schedule,24,,Inquiry
,Schedule -> Intellectual Property Rights,Related information concept link from Schedule to Intellectual Property Rights,Information Concept Link,,Schedule,,Schedule,25,,Intellectual Property Rights
,Schedule -> Interaction,Related information concept link from Schedule to Interaction,Information Concept Link,,Schedule,,Schedule,26,,Interaction
,Schedule -> Job,Related information concept link from Schedule to Job,Information Concept Link,,Schedule,,Schedule,27,,Job
,Schedule -> Language,Related information concept link from Schedule to Language,Information Concept Link,,Schedule,,Schedule,28,,Language
,Schedule -> Legislation,Related information concept link from Schedule to Legislation,Information Concept Link,,Schedule,,Schedule,29,,Legislation
,Schedule -> Location,Related information concept link from Schedule to Location,Information Concept Link,,Schedule,,Schedule,30,,Location
,Schedule -> Message,Related information concept link from Schedule to Message,Information Concept Link,,Schedule,,Schedule,31,,Message
,Schedule -> Monetary Amount,Related information concept link from Schedule to Monetary Amount,Information Concept Link,,Schedule,,Schedule,32,,Monetary Amount
,Schedule -> Objective,Related information concept link from Schedule to Objective,Information Concept Link,,Schedule,,Schedule,33,,Objective
,Schedule -> Order,Related information concept link from Schedule to Order,Information Concept Link,,Schedule,,Schedule,34,,Order
,Schedule -> Partner,Related information concept link from Schedule to Partner,Information Concept Link,,Schedule,,Schedule,35,,Partner
,Schedule -> Payment,Related information concept link from Schedule to Payment,Information Concept Link,,Schedule,,Schedule,36,,Payment
,Schedule -> Plan,Related information concept link from Schedule to Plan,Information Concept Link,,Schedule,,Schedule,37,,Plan
,Schedule -> Policy,Related information concept link from Schedule to Policy,Information Concept Link,,Schedule,,Schedule,38,,Policy
,Schedule -> Research,Related information concept link from Schedule to Research,Information Concept Link,,Schedule,,Schedule,39,,Research
,Schedule -> Schedule,Related information concept link from Schedule to Schedule,Information Concept Link,,Schedule,,Schedule,40,,Schedule
,Schedule -> Strategy,Related information concept link from Schedule to Strategy,Information Concept Link,,Schedule,,Schedule,41,,Strategy
,Schedule -> Submission,Related information concept link from Schedule to Submission,Information Concept Link,,Schedule,,Schedule,42,,Submission
,Schedule -> Tax,Related information concept link from Schedule to Tax,Information Concept Link,,Schedule,,Schedule,43,,Tax
,Schedule -> Time,Related information concept link from Schedule to Time,Information Concept Link,,Schedule,,Schedule,44,,Time
,Schedule -> Training Course,Related information concept link from Schedule to Training Course,Information Concept Link,,Schedule,,Schedule,45,,Training Course
,Schedule -> Vision,Related information concept link from Schedule to Vision,Information Concept Link,,Schedule,,Schedule,46,,Vision
,Schedule -> Work,Related information concept link from Schedule to Work,Information Concept Link,,Schedule,,Schedule,47,,Work
,Schedule -> Work Queue,Related information concept link from Schedule to Work Queue,Information Concept Link,,Schedule,,Schedule,48,,Work Queue
,Schedule Element,"Category: Secondary. A line item that aligns time and one or more other objects, including work item, human resource, payment, event, or location.",Information Concept,,,,,,,
,Mandatory,Type for Schedule Element,Information Concept Type,,Schedule Element,,Schedule Element,1,,
,Optional,Type for Schedule Element,Information Concept Type,,Schedule Element,,Schedule Element,2,,
,In-Development,State for Schedule Element,Information Concept State,,Schedule Element,,Schedule Element,1,,
,Developed,State for Schedule Element,Information Concept State,,Schedule Element,,Schedule Element,2,,
,Schedule Element -> Event,Related information concept link from Schedule Element to Event,Information Concept Link,,Schedule Element,,Schedule Element,1,,Event
,Schedule Element -> Human Resource,Related information concept link from Schedule Element to Human Resource,Information Concept Link,,Schedule Element,,Schedule Element,2,,Human Resource
,Schedule Element -> Location,Related information concept link from Schedule Element to Location,Information Concept Link,,Schedule Element,,Schedule Element,3,,Location
,Schedule Element -> Payment,Related information concept link from Schedule Element to Payment,Information Concept Link,,Schedule Element,,Schedule Element,4,,Payment
,Schedule Element -> Schedule Element,Related information concept link from Schedule Element to Schedule Element,Information Concept Link,,Schedule Element,,Schedule Element,5,,Schedule Element
,Schedule Element -> Time,Related information concept link from Schedule Element to Time,Information Concept Link,,Schedule Element,,Schedule Element,6,,Time
,Schedule Element -> Work Item,Related information concept link from Schedule Element to Work Item,Information Concept Link,,Schedule Element,,Schedule Element,7,,Work Item
,Standard,"Category: Primary. A convention, specification, or measurement, confirmed by a recognized governance body.",Information Concept,,,,,,,
,Material,Type for Standard,Information Concept Type,,Standard,,Standard,1,,
,Government Service,Type for Standard,Information Concept Type,,Standard,,Standard,2,,
,Practice,Type for Standard,Information Concept Type,,Standard,,Standard,3,,
,Proposed,State for Standard,Information Concept State,,Standard,,Standard,1,,
,Accepted,State for Standard,Information Concept State,,Standard,,Standard,2,,
,Retired,State for Standard,Information Concept State,,Standard,,Standard,3,,
,Standard -> Accreditation,Related information concept link from Standard to Accreditation,Information Concept Link,,Standard,,Standard,1,,Accreditation
,Standard -> Agreement,Related information concept link from Standard to Agreement,Information Concept Link,,Standard,,Standard,2,,Agreement
,Standard -> Agreement Term,Related information concept link from Standard to Agreement Term,Information Concept Link,,Standard,,Standard,3,,Agreement Term
,Standard -> Biological Organism,Related information concept link from Standard to Biological Organism,Information Concept Link,,Standard,,Standard,4,,Biological Organism
,Standard -> Brand,Related information concept link from Standard to Brand,Information Concept Link,,Standard,,Standard,5,,Brand
,Standard -> Campaign,Related information concept link from Standard to Campaign,Information Concept Link,,Standard,,Standard,6,,Campaign
,Standard -> Claim,Related information concept link from Standard to Claim,Information Concept Link,,Standard,,Standard,7,,Claim
,Standard -> Competency,Related information concept link from Standard to Competency,Information Concept Link,,Standard,,Standard,8,,Competency
,Standard -> Constituent,Related information concept link from Standard to Constituent,Information Concept Link,,Standard,,Standard,9,,Constituent
,Standard -> Content,Related information concept link from Standard to Content,Information Concept Link,,Standard,,Standard,10,,Content
,Standard -> Conveyor,Related information concept link from Standard to Conveyor,Information Concept Link,,Standard,,Standard,11,,Conveyor
,Standard -> Energy,Related information concept link from Standard to Energy,Information Concept Link,,Standard,,Standard,12,,Energy
,Standard -> Evidence,Related information concept link from Standard to Evidence,Information Concept Link,,Standard,,Standard,13,,Evidence
,Standard -> Financial Account,Related information concept link from Standard to Financial Account,Information Concept Link,,Standard,,Standard,14,,Financial Account
,Standard -> Financial Instrument,Related information concept link from Standard to Financial Instrument,Information Concept Link,,Standard,,Standard,15,,Financial Instrument
,Standard -> Financial Transaction,Related information concept link from Standard to Financial Transaction,Information Concept Link,,Standard,,Standard,16,,Financial Transaction
,Standard -> Geographic Space,Related information concept link from Standard to Geographic Space,Information Concept Link,,Standard,,Standard,17,,Geographic Space
,Standard -> Government Service,Related information concept link from Standard to Government Service,Information Concept Link,,Standard,,Standard,18,,Government Service
,Standard -> Health Condition,Related information concept link from Standard to Health Condition,Information Concept Link,,Standard,,Standard,19,,Health Condition
,Standard -> Investment Portfolio,Related information concept link from Standard to Investment Portfolio,Information Concept Link,,Standard,,Standard,20,,Investment Portfolio
,Standard -> Job,Related information concept link from Standard to Job,Information Concept Link,,Standard,,Standard,21,,Job
,Standard -> Language,Related information concept link from Standard to Language,Information Concept Link,,Standard,,Standard,22,,Language
,Standard -> Legislation,Related information concept link from Standard to Legislation,Information Concept Link,,Standard,,Standard,23,,Legislation
,Standard -> License,Related information concept link from Standard to License,Information Concept Link,,Standard,,Standard,24,,License
,Standard -> Location,Related information concept link from Standard to Location,Information Concept Link,,Standard,,Standard,25,,Location
,Standard -> Natural Resource,Related information concept link from Standard to Natural Resource,Information Concept Link,,Standard,,Standard,26,,Natural Resource
,Standard -> Operation,Related information concept link from Standard to Operation,Information Concept Link,,Standard,,Standard,27,,Operation
,Standard -> Order,Related information concept link from Standard to Order,Information Concept Link,,Standard,,Standard,28,,Order
,Standard -> Partner,Related information concept link from Standard to Partner,Information Concept Link,,Standard,,Standard,29,,Partner
,Standard -> Payment,Related information concept link from Standard to Payment,Information Concept Link,,Standard,,Standard,30,,Payment
,Standard -> Policy,Related information concept link from Standard to Policy,Information Concept Link,,Standard,,Standard,31,,Policy
,Standard -> Research,Related information concept link from Standard to Research,Information Concept Link,,Standard,,Standard,32,,Research
,Standard -> Route,Related information concept link from Standard to Route,Information Concept Link,,Standard,,Standard,33,,Route
,Standard -> Standard,Related information concept link from Standard to Standard,Information Concept Link,,Standard,,Standard,34,,Standard
,Standard -> Tax,Related information concept link from Standard to Tax,Information Concept Link,,Standard,,Standard,35,,Tax
,Standard -> Time,Related information concept link from Standard to Time,Information Concept Link,,Standard,,Standard,36,,Time
,Strategy,"Category: Primary. An integrated and aligned association of visions, goals, objectives, and courses of action that provides direction and guides activity.",Information Concept,,,,,,,
,Cultural,Type for Strategy,Information Concept Type,,Strategy,,Strategy,1,,
,Financial,Type for Strategy,Information Concept Type,,Strategy,,Strategy,2,,
,Market,Type for Strategy,Information Concept Type,,Strategy,,Strategy,3,,
,Operational,Type for Strategy,Information Concept Type,,Strategy,,Strategy,4,,
,Organizational,Type for Strategy,Information Concept Type,,Strategy,,Strategy,5,,
,Product,Type for Strategy,Information Concept Type,,Strategy,,Strategy,6,,
,Service,Type for Strategy,Information Concept Type,,Strategy,,Strategy,7,,
,Pending,State for Strategy,Information Concept State,,Strategy,,Strategy,1,,
,Approved,State for Strategy,Information Concept State,,Strategy,,Strategy,2,,
,Past,State for Strategy,Information Concept State,,Strategy,,Strategy,3,,
,Strategy -> Finance,Related information concept link from Strategy to Finance,Information Concept Link,,Strategy,,Strategy,1,,Finance
,Strategy -> Financial Forecast,Related information concept link from Strategy to Financial Forecast,Information Concept Link,,Strategy,,Strategy,2,,Financial Forecast
,Strategy -> Financial Position,Related information concept link from Strategy to Financial Position,Information Concept Link,,Strategy,,Strategy,3,,Financial Position
,Strategy -> Market,Related information concept link from Strategy to Market,Information Concept Link,,Strategy,,Strategy,4,,Market
,Strategy -> Policy,Related information concept link from Strategy to Policy,Information Concept Link,,Strategy,,Strategy,5,,Policy
,Strategy -> Research,Related information concept link from Strategy to Research,Information Concept Link,,Strategy,,Strategy,6,,Research
,Strategy -> Strategy,Related information concept link from Strategy to Strategy,Information Concept Link,,Strategy,,Strategy,7,,Strategy
,Course of Action,Category: Secondary. A set of activities to be taken to achieve an objective.,Information Concept,,,,,,,
,Cultural,Type for Course of Action,Information Concept Type,,Course of Action,,Course of Action,1,,
,Financial,Type for Course of Action,Information Concept Type,,Course of Action,,Course of Action,2,,
,Market,Type for Course of Action,Information Concept Type,,Course of Action,,Course of Action,3,,
,Operational,Type for Course of Action,Information Concept Type,,Course of Action,,Course of Action,4,,
,Organizational,Type for Course of Action,Information Concept Type,,Course of Action,,Course of Action,5,,
,Product,Type for Course of Action,Information Concept Type,,Course of Action,,Course of Action,6,,
,Service,Type for Course of Action,Information Concept Type,,Course of Action,,Course of Action,7,,
,Approved,State for Course of Action,Information Concept State,,Course of Action,,Course of Action,1,,
,Past,State for Course of Action,Information Concept State,,Course of Action,,Course of Action,2,,
,Pending,State for Course of Action,Information Concept State,,Course of Action,,Course of Action,3,,
,Goal,Category: Secondary. An end toward which effort is or should be directed.,Information Concept,,,,,,,
,Cultural,Type for Goal,Information Concept Type,,Goal,,Goal,1,,
,Financial,Type for Goal,Information Concept Type,,Goal,,Goal,2,,
,Market,Type for Goal,Information Concept Type,,Goal,,Goal,3,,
,Operational,Type for Goal,Information Concept Type,,Goal,,Goal,4,,
,Organizational,Type for Goal,Information Concept Type,,Goal,,Goal,5,,
,Product,Type for Goal,Information Concept Type,,Goal,,Goal,6,,
,Service,Type for Goal,Information Concept Type,,Goal,,Goal,7,,
,Approved,State for Goal,Information Concept State,,Goal,,Goal,1,,
,Past,State for Goal,Information Concept State,,Goal,,Goal,2,,
,Pending,State for Goal,Information Concept State,,Goal,,Goal,3,,
,Goal -> Objective,Related information concept link from Goal to Objective,Information Concept Link,,Goal,,Goal,1,,Objective
,Objective,"Category: Secondary. A quantitative, measurable result that contributes to the realization of a goal.",Information Concept,,,,,,,
,Cultural,Type for Objective,Information Concept Type,,Objective,,Objective,1,,
,Financial,Type for Objective,Information Concept Type,,Objective,,Objective,2,,
,Market,Type for Objective,Information Concept Type,,Objective,,Objective,3,,
,Operational,Type for Objective,Information Concept Type,,Objective,,Objective,4,,
,Organizational,Type for Objective,Information Concept Type,,Objective,,Objective,5,,
,Product,Type for Objective,Information Concept Type,,Objective,,Objective,6,,
,Service,Type for Objective,Information Concept Type,,Objective,,Objective,7,,
,Approved,State for Objective,Information Concept State,,Objective,,Objective,1,,
,Past,State for Objective,Information Concept State,,Objective,,Objective,2,,
,Pending,State for Objective,Information Concept State,,Objective,,Objective,3,,
,Objective -> Course of Action,Related information concept link from Objective to Course of Action,Information Concept Link,,Objective,,Objective,1,,Course of Action
,Objective -> Objective,Related information concept link from Objective to Objective,Information Concept Link,,Objective,,Objective,2,,Objective
,Vision,Category: Secondary. An imagined future state of being.,Information Concept,,,,,,,
,Cultural,Type for Vision,Information Concept Type,,Vision,,Vision,1,,
,Financial,Type for Vision,Information Concept Type,,Vision,,Vision,2,,
,Market,Type for Vision,Information Concept Type,,Vision,,Vision,3,,
,Operational,Type for Vision,Information Concept Type,,Vision,,Vision,4,,
,Organizational,Type for Vision,Information Concept Type,,Vision,,Vision,5,,
,Product,Type for Vision,Information Concept Type,,Vision,,Vision,6,,
,Service,Type for Vision,Information Concept Type,,Vision,,Vision,7,,
,Approved,State for Vision,Information Concept State,,Vision,,Vision,1,,
,Past,State for Vision,Information Concept State,,Vision,,Vision,2,,
,Pending,State for Vision,Information Concept State,,Vision,,Vision,3,,
,Vision -> Goal,Related information concept link from Vision to Goal,Information Concept Link,,Vision,,Vision,1,,Goal
,Submission,"Category: Primary. A container that is used to exchange one or more requests, inquiries, messages, notifications, content, or other objects between parties.",Information Concept,,,,,,,
,Email,Type for Submission,Information Concept Type,,Submission,,Submission,1,,
,Mail,Type for Submission,Information Concept Type,,Submission,,Submission,2,,
,Online Form,Type for Submission,Information Concept Type,,Submission,,Submission,3,,
,Phone,Type for Submission,Information Concept Type,,Submission,,Submission,4,,
,Physical Form,Type for Submission,Information Concept Type,,Submission,,Submission,5,,
,Incomplete,State for Submission,Information Concept State,,Submission,,Submission,1,,
,Complete,State for Submission,Information Concept State,,Submission,,Submission,2,,
,Submission -> Accreditation,Related information concept link from Submission to Accreditation,Information Concept Link,,Submission,,Submission,1,,Accreditation
,Submission -> Agreement,Related information concept link from Submission to Agreement,Information Concept Link,,Submission,,Submission,2,,Agreement
,Submission -> Biological Organism,Related information concept link from Submission to Biological Organism,Information Concept Link,,Submission,,Submission,3,,Biological Organism
,Submission -> Channel,Related information concept link from Submission to Channel,Information Concept Link,,Submission,,Submission,4,,Channel
,Submission -> Constituent,Related information concept link from Submission to Constituent,Information Concept Link,,Submission,,Submission,5,,Constituent
,Submission -> Content,Related information concept link from Submission to Content,Information Concept Link,,Submission,,Submission,6,,Content
,Submission -> Decision,Related information concept link from Submission to Decision,Information Concept Link,,Submission,,Submission,7,,Decision
,Submission -> Dispute,Related information concept link from Submission to Dispute,Information Concept Link,,Submission,,Submission,8,,Dispute
,Submission -> Event,Related information concept link from Submission to Event,Information Concept Link,,Submission,,Submission,9,,Event
,Submission -> Evidence,Related information concept link from Submission to Evidence,Information Concept Link,,Submission,,Submission,10,,Evidence
,Submission -> Geographic Space,Related information concept link from Submission to Geographic Space,Information Concept Link,,Submission,,Submission,11,,Geographic Space
,Submission -> Government Service,Related information concept link from Submission to Government Service,Information Concept Link,,Submission,,Submission,12,,Government Service
,Submission -> Inquiry,Related information concept link from Submission to Inquiry,Information Concept Link,,Submission,,Submission,13,,Inquiry
,Submission -> Intellectual Property Rights,Related information concept link from Submission to Intellectual Property Rights,Information Concept Link,,Submission,,Submission,14,,Intellectual Property Rights
,Submission -> Language,Related information concept link from Submission to Language,Information Concept Link,,Submission,,Submission,15,,Language
,Submission -> Legislation,Related information concept link from Submission to Legislation,Information Concept Link,,Submission,,Submission,16,,Legislation
,Submission -> License,Related information concept link from Submission to License,Information Concept Link,,Submission,,Submission,17,,License
,Submission -> Location,Related information concept link from Submission to Location,Information Concept Link,,Submission,,Submission,18,,Location
,Submission -> Material,Related information concept link from Submission to Material,Information Concept Link,,Submission,,Submission,19,,Material
,Submission -> Message,Related information concept link from Submission to Message,Information Concept Link,,Submission,,Submission,20,,Message
,Submission -> Monetary Amount,Related information concept link from Submission to Monetary Amount,Information Concept Link,,Submission,,Submission,21,,Monetary Amount
,Submission -> Order,Related information concept link from Submission to Order,Information Concept Link,,Submission,,Submission,22,,Order
