conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Agreement Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify an agreement or its component parts.",Capability,,Agreement Management,,Agreement Management,,,
,Agreement Access Constraints Definition,Ability to determine access rights limitations for an agreement.,Capability,,Agreement Management,,Agreement Access Management,,,
,Agreement Access Constraints Interpretation,Ability to understand the access rights limitations for an agreement.,Capability,,Agreement Management,,Agreement Access Management,,,
,Agreement Access Enforcement,Ability to impose access rights limitations for an agreement.,Capability,,Agreement Management,,Agreement Access Management,,,
,Agreement Portfolio Management,"Ability to articulate and evaluate a collective set of agreements with the intention of determining the value of, modifying, or optimizing the balance of that collective set of agreements.",Capability,,Agreement Management,,Agreement Management,,,
,Agreement Portfolio Articulation,Ability to determine if a collective set of agreements is meeting the threshold of expressed desires and expectations.,Capability,,Agreement Management,,Agreement Portfolio Management,,,
,Agreement Portfolio Performance Determination,Ability to evaluate the performance of a collective set of agreements as input to possible optimization of that portfolio.,Capability,,Agreement Management,,Agreement Portfolio Management,,,
,Agreement Matching,Ability to associate an agreement with other business objects.,Capability,,Agreement Management,,Agreement Management,,,
,Agreement/Agreement Matching,Ability to associate an agreement with an agreement.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Asset Matching,Ability to associate an agreement with an asset.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Channel Matching,Ability to associate an agreement with a channel.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Constituent Matching,Ability to associate an agreement with a constituent.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Content Matching,Ability to associate an agreement with content.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Energy Matching,Ability to associate an agreement with energy.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Financial Account Matching,Ability to associate an agreement with a financial account.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Government Service Matching,Ability to associate an agreement with a government service.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Human Resource Matching,Ability to associate an agreement with a human resource.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Infrastructure Matching,Ability to associate an agreement with an infrastructure.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Partner Matching,Ability to associate an agreement with a partner.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Payment Matching,Ability to associate an agreement with a payment.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Policy Matching,Ability to associate an agreement with a policy.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement/Time Matching,Ability to associate an agreement with a time.,Capability,,Agreement Management,,Agreement Matching,,,
,Agreement Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about an agreement.",Capability,,Agreement Management,,Agreement Management,,,
,Agreement Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about an agreement and its relationships.",Capability,,Agreement Management,,Agreement Information Management,,,
,Agreement Type Management,"Ability to determine, modify, and interpret the category or classification of an agreement.",Capability,,Agreement Management,,Agreement Information Management,,,
,Agreement State Management,"Ability to determine, modify, and interpret the status or condition of an agreement.",Capability,,Agreement Management,,Agreement Information Management,,,
,Agreement History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with an agreement.",Capability,,Agreement Management,,Agreement Information Management,,,
,Agreement Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of an agreement.",Capability,,Agreement Management,,Agreement Information Management,,,
,Biological Organism Management,"Ability to identify, track, and apply a defined life quality standard to a non-human living thing including an animal, plant, and microorganism that reacts to stimuli, consumes natural resources to grow, thrive, and reproduce.",Capability,,,,,,,
,Biological Organism Definition,Ability to establish and identify a biological organism.,Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Establishment,Ability to declare a biological organism.,Capability,,Biological Organism Management,,Biological Organism Definition,,,
,Biological Organism Identification,Ability to recognize a biological organism.,Capability,,Biological Organism Management,,Biological Organism Definition,,,
,Biological Organism Preference Management,"Ability to capture, represent, analyze, and act upon the wants, needs, inclinations, leanings, likings, predispositions, and penchants of a biological organism, including the ability to determine preferred climates, environments, and food sources.",Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Preference Identification,"Ability to ascertain biological organism interests based on historical patterns, environmental leanings, and actions.",Capability,,Biological Organism Management,,Biological Organism Preference Management,,,
,Biological Organism Preference Interpretation,Ability to review biological organism preferences and articulate them in a way that can be acted upon for its preservation or related actions.,Capability,,Biological Organism Management,,Biological Organism Preference Management,,,
,Biological Organism Lifecycle Management,Ability to reflect the overall trajectory of a biological organism or population of biological organisms and direct action accordingly.,Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Lifecycle Definition,Ability to establish a scale or model that may be used to place a biological organism in its evolution.,Capability,,Biological Organism Management,,Biological Organism Lifecycle Management,,,
,Biological Organism Lifecycle Placement,"Ability to assess where a biological organism is in its evolutionary scale, including its growth stage, maturity stage, endangered stage, or extinct stage.",Capability,,Biological Organism Management,,Biological Organism Lifecycle Management,,,
,Biological Organism Classification Management,"Ability to define and maintain categories of biological organisms that facilitate a common understanding of the lifecycle, needs, environmental role, and impact of the biological organism.",Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Class Definition,Ability to establish and identify a category of biological organism.,Capability,,Biological Organism Management,,Biological Organism Classification Management,,,
,Biological Organism Classification Hierarchy Management,Ability to define a top-down and bottom-up series of decompositions to represent parent-child relationships across biological organisms.,Capability,,Biological Organism Management,,Biological Organism Classification Management,,,
,Biological Organism Classification Placement,"Ability to associate a biological organism with a specific family, species, or related classification.",Capability,,Biological Organism Management,,Biological Organism Classification Management,,,
,Biological Organism Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a biological organism.",Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Risk Level Determination,Ability to identify and define the level of risk associated with a biological organism.,Capability,,Biological Organism Management,,Biological Organism Risk Management,,,
,Biological Organism Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a biological organism.,Capability,,Biological Organism Management,,Biological Organism Risk Management,,,
,Biological Organism Risk Aggregation,Ability to consider a collective set of risk factors about a biological organism and represent them from a rationalized perspective.,Capability,,Biological Organism Management,,Biological Organism Risk Management,,,
,Biological Organism Threat Determination,"Ability to articulate the dangers posed by and dangers posed to a biological organism or group thereof, and to identify responses to these dangers.",Capability,,Biological Organism Management,,Biological Organism Risk Management,,,
,Biological Organism Threat Posed Determination,Ability to determine the exposures to dangers or hazards a biological organism presents to the environment or other biological organisms.,Capability,,Biological Organism Management,,Biological Organism Threat Determination,,,
,Biological Organism Threat Exposure Determination,Ability to determine the exposures to dangers or hazards a biological organism may be exposed to by environmental changes or other biological organisms.,Capability,,Biological Organism Management,,Biological Organism Threat Determination,,,
,Biological Organism Threat Response Determination,Ability to respond in kind to dangers posed by a biological organism and dangers posed to a biological organism.,Capability,,Biological Organism Management,,Biological Organism Threat Determination,,,
,Biological Organism Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify a biological organism or its component parts.",Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Access Constraint Definition,Ability to define and impose limitations of access rights for a biological organism.,Capability,,Biological Organism Management,,Biological Organism Access Management,,,
,Biological Organism Access Constraint Interpretation,Ability to understand the access rights limitations for a biological organism or set of biological organisms.,Capability,,Biological Organism Management,,Biological Organism Access Management,,,
,Biological Organism Access Enforcement,Ability to impose access rights limitations for a biological organism.,Capability,,Biological Organism Management,,Biological Organism Access Management,,,
,Biological Organism Matching,Ability to associate a biological organism with other business objects.,Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism/Biological Organism Matching,Ability to associate a biological organism with a biological organism.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Case Matching,Ability to associate a biological organism with a case.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Constituent Matching,Ability to associate a biological organism with a constituent.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Conveyor Matching,Ability to associate a biological organism with a conveyor.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Energy Matching,Ability to associate a biological organism with energy.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Health Condition Matching,Ability to associate a biological organism with a health condition.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Incident Matching,Ability to associate a biological organism with an incident.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Initiative Matching,Ability to associate a biological organism with an initiative.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Legislation Matching,Ability to associate a biological organism with legislation.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/License Matching,Ability to associate a biological organism with a license.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Location Matching,Ability to associate a biological organism with a location.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Market Matching,Ability to associate a biological organism with a market.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Material Matching,Ability to associate a biological organism with a material.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Natural Resource Matching,Ability to associate a biological organism with a natural resource.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Operation Matching,Ability to associate a biological organism with an operation.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Order Matching,Ability to associate a biological organism with an order.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Partner Matching,Ability to associate a biological organism with a partner.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Plan Matching,Ability to associate a biological organism with a plan.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Policy Matching,Ability to associate a biological organism with a policy.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Route Matching,Ability to associate a biological organism with a route.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Strategy Matching,Ability to associate a biological organism with a strategy.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism/Trip Matching,Ability to associate a biological organism with a trip.,Capability,,Biological Organism Management,,Biological Organism Matching,,,
,Biological Organism Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about a biological organism.",Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about a biological organism and its relationships.",Capability,,Biological Organism Management,,Biological Organism Information Management,,,
,Biological Organism Type Management,"Ability to determine, modify, and interpret the category or classification of a biological organism.",Capability,,Biological Organism Management,,Biological Organism Information Management,,,
,Biological Organism State Management,"Ability to determine, modify, and interpret the status or condition of a biological organism.",Capability,,Biological Organism Management,,Biological Organism Information Management,,,
,Biological Organism History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with a biological organism.",Capability,,Biological Organism Management,,Biological Organism Information Management,,,
,Biological Organism Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of a biological organism.",Capability,,Biological Organism Management,,Biological Organism Information Management,,,
,Biological Organism Authentication Management,Ability to determine that a biological organism is what it is perceived to be based on a defined confidence level.,Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Authentication,Ability to declare that a biological organism is what it is perceived to be.,Capability,,Biological Organism Management,,Biological Organism Authentication Management,,,
,Biological Organism Authentication Level Determination,Ability to ascertain the degree to which a biological organism is authenticated.,Capability,,Biological Organism Management,,Biological Organism Authentication Management,,,
,Biological Organism Authentication Threshold Determination,Ability to define the degree of confidence needed to authenticate a biological organism for various scenarios.,Capability,,Biological Organism Management,,Biological Organism Authentication Management,,,
,Biological Organism Authorization Management,"Ability to define, determine, and assign biological organism access features, attributes, and characteristics.",Capability,,Biological Organism Management,,Biological Organism Management,,,
,Biological Organism Authorization Assignment,Ability to ascribe authorization to a biological organism.,Capability,,Biological Organism Management,,Biological Organism Authorization Management,,,
,Biological Organism Authorization Categorization,"Ability to describe the nature of biological organism authorization classifications, for example, authorization levels, ratings, or groups.",Capability,,Biological Organism Management,,Biological Organism Authorization Management,,,
,Biological Organism Authorization Determination,Ability to ascertain authorization of a biological organism.,Capability,,Biological Organism Management,,Biological Organism Authorization Management,,,
,Case Management,"Ability to define, research, assess, recommend a plan of action for, act on, report on, resolve, and otherwise address an instance of a need or demand that requires resolution, such as in the context of legal, social welfare, healthcare, or related government services.",Capability,,,,,,,
,Case Definition,Ability to establish and identify a case.,Capability,,Case Management,,Case Management,,,
,Case Establishment,Ability to declare a case.,Capability,,Case Management,,Case Definition,,,
,Case Identification,Ability to recognize a case.,Capability,,Case Management,,Case Definition,,,
,Case Scope Management,Ability to bound the range of activities and concerns addressed by the case and the ability to constrain the case to operate within that boundary.,Capability,,Case Management,,Case Management,,,
,Case Resolution Criteria Determination,"Ability to define the conditions and factors used to resolve the case, including but not limited to, a period of time.",Capability,,Case Management,,Case Management,,,
,Case Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a case.",Capability,,Case Management,,Case Management,,,
,Case Risk Level Determination,Ability to identify and define the level of risk associated with a case.,Capability,,Case Management,,Case Risk Management,,,
,Case Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a case.,Capability,,Case Management,,Case Risk Management,,,
,Case Risk Aggregation,Ability to consider a collective set of risk factors about a case and represent them from a rationalized perspective.,Capability,,Case Management,,Case Risk Management,,,
,Case Cost-Benefit Determination,Ability to define and make the most effective use of the case spend in comparison to the value anticipated to be delivered.,Capability,,Case Management,,Case Management,,,
,Case Benefit Determination,Ability to project the value being delivered through a case.,Capability,,Case Management,,Case Cost-Benefit Determination,,,
,Case Cost Determination,Ability to project the required spend to deliver a case.,Capability,,Case Management,,Case Cost-Benefit Determination,,,
,Case Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify a case or its component parts.",Capability,,Case Management,,Case Management,,,
,Case Access Constraint Definition,Ability to determine access rights limitations for a submission.,Capability,,Case Management,,Case Access Management,,,
,Case Access Constraint Interpretation,Ability to understand the access rights limitations for a case.,Capability,,Case Management,,Case Access Management,,,
,Case Access Enforcement,Ability to impose access rights limitations for a case.,Capability,,Case Management,,Case Access Management,,,
,Case Lifecycle Management,"Ability to define, track, and articulate the series of stages of a case from creation through to retirement, which may be resolution, or reaching an inactive state for lack of ability to resolve the case.",Capability,,Case Management,,Case Management,,,
,Case Activation,Ability to manage the introductory stages of a case.,Capability,,Case Management,,Case Lifecycle Management,,,
,Case Progression,Ability to move a case forward according to the rules or practices that govern the case.,Capability,,Case Management,,Case Lifecycle Management,,,
,Case Retirement,"Ability to manage the final stages of a case, including recording final decisions and outcome.",Capability,,Case Management,,Case Lifecycle Management,,,
,Case Matching,Ability to associate a case with other business objects.,Capability,,Case Management,,Case Management,,,
,Case/Case Matching,Ability to associate a case with a case.,Capability,,Case Management,,Case Matching,,,
,Case/Constituent Matching,Ability to associate a case with a constituent.,Capability,,Case Management,,Case Matching,,,
,Case/Channel Matching,Ability to associate a case with a channel.,Capability,,Case Management,,Case Matching,,,
,Case/Human Resource Matching,Ability to associate a case with a human resource.,Capability,,Case Management,,Case Matching,,,
,Case/Public Sector Entity Matching,Ability to associate a case with a public sector entity.,Capability,,Case Management,,Case Matching,,,
,Case/Government Service Matching,Ability to associate a case with a government service.,Capability,,Case Management,,Case Matching,,,
,Case/Work Item Matching,Ability to associate a case with a work item.,Capability,,Case Management,,Case Matching,,,
,Case/Message Matching,Ability to associate a case with a message.,Capability,,Case Management,,Case Matching,,,
,Case/Payment Matching,Ability to associate a case with a payment.,Capability,,Case Management,,Case Matching,,,
,Case/Partner Matching,Ability to associate a case with a partner.,Capability,,Case Management,,Case Matching,,,
,Case/Plan Matching,Ability to associate a case with a plan.,Capability,,Case Management,,Case Matching,,,
,Case/Policy Matching,Ability to associate a case with a policy.,Capability,,Case Management,,Case Matching,,,
,Case/Schedule Matching,Ability to associate a case with a schedule.,Capability,,Case Management,,Case Matching,,,
,Case/Submission Matching,Ability to associate a case with a submission.,Capability,,Case Management,,Case Matching,,,
,Case Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about a case.",Capability,,Case Management,,Case Management,,,
,Case Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about a case and its relationships.",Capability,,Case Management,,Case Information Management,,,
,Case Type Management,"Ability to determine, modify, and interpret the category or classification of a case.",Capability,,Case Management,,Case Information Management,,,
,Case State Management,"Ability to determine, modify, and interpret the status or condition of a case.",Capability,,Case Management,,Case Information Management,,,
,Case History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with a case.",Capability,,Case Management,,Case Information Management,,,
,Case Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of a case.",Capability,,Case Management,,Case Information Management,,,
,Channel Management,"Ability to establish, analyze, and utilize a digital, analog, or physical conduit through which products, related services, or communications are delivered or received, including the internet, phone, delivery service, satellite, radio, or physical means.",Capability,,,,,,,
,Channel Definition,Ability to establish and identify a channel.,Capability,,Channel Management,,Channel Management,,,
,Channel Establishment,Ability to declare a channel.,Capability,,Channel Management,,Channel Definition,,,
,Channel Identification,Ability to recognize a channel.,Capability,,Channel Management,,Channel Definition,,,
,Channel Need Determination,"Ability to identify, describe, and analyze the appropriate market need for a new or enhanced channel.",Capability,,Channel Management,,Channel Management,,,
,Channel Development,"Ability to design, model, and package a channel.",Capability,,Channel Management,,Channel Management,,,
,Channel Design,Ability to take the conceptualization of an idea about a channel while considering its predetermined specifications in order to define the channel's features and required standards of performance.,Capability,,Channel Management,,Channel Development,,,
,Channel Modeling,Ability to create approximations of the channel in order to determine feasibility and/or applicability of the channel.,Capability,,Channel Management,,Channel Development,,,
,Channel Packaging,Ability to prepare and disseminate a channel into the marketplace.,Capability,,Channel Management,,Channel Development,,,
,Channel Performance Management,"Ability to determine how well a channel is meeting specification and objective levels, or delivering against plan.",Capability,,Channel Management,,Channel Management,,,
,Channel Performance Threshold Setting,Ability to determine acceptable or unacceptable levels of performance for a channel.,Capability,,Channel Management,,Channel Performance Management,,,
,Channel Performance Threshold Measurement,Ability to determine if a channel is exceeding or falling short of an acceptable threshold of performance.,Capability,,Channel Management,,Channel Performance Management,,,
,Channel Performance Constraints Determination,Ability to assess what is causing a channel to underperform.,Capability,,Channel Management,,Channel Performance Management,,,
,Channel Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a channel.",Capability,,Channel Management,,Channel Management,,,
,Channel Risk Level Determination,Ability to identify and define the level of risk associated with a channel.,Capability,,Channel Management,,Channel Risk Management,,,
,Channel Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a channel.,Capability,,Channel Management,,Channel Risk Management,,,
,Channel Risk Aggregation,Ability to consider a collective set of risk factors about a channel and represent them from a rationalized perspective.,Capability,,Channel Management,,Channel Risk Management,,,
,Channel Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify a channel or its component parts.",Capability,,Channel Management,,Channel Management,,,
,Channel Access Constraints Definition,Ability to determine access rights limitations for a channel.,Capability,,Channel Management,,Channel Access Management,,,
,Channel Access Constraints Interpretation,Ability to understand the access rights limitations for a channel.,Capability,,Channel Management,,Channel Access Management,,,
,Channel Access Enforcement,Ability to impose access rights limitations for a channel.,Capability,,Channel Management,,Channel Access Management,,,
,Channel Matching,Ability to associate a channel with other business objects.,Capability,,Channel Management,,Channel Management,,,
,Channel/Channel Matching,Ability to associate a channel with a channel.,Capability,,Channel Management,,Channel Matching,,,
,Channel/Location Matching,Ability to associate a channel with a location.,Capability,,Channel Management,,Channel Matching,,,
,Channel/Policy Matching,Ability to associate a channel with a policy.,Capability,,Channel Management,,Channel Matching,,,
,Channel/Strategy Matching,Ability to associate a channel with a strategy.,Capability,,Channel Management,,Channel Matching,,,
,Channel Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about a channel.",Capability,,Channel Management,,Channel Management,,,
,Channel Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about a channel and its relationships.",Capability,,Channel Management,,Channel Information Management,,,
,Channel Type Management,"Ability to determine, modify, and interpret the category or classification of a channel.",Capability,,Channel Management,,Channel Information Management,,,
,Channel State Management,"Ability to determine, modify, and interpret the status or condition of a channel.",Capability,,Channel Management,,Channel Information Management,,,
,Channel History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with a channel.",Capability,,Channel Management,,Channel Information Management,,,
,Channel Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of a channel.",Capability,,Channel Management,,Channel Information Management,,,
,Channel Analytics Creation,Ability to leverage various calculations to derive analytics for a channel.,Capability,,Channel Management,,Channel Analytics Management,,,
,Channel Analytics Pattern Management,Ability to evaluate and ascertain commonalities across a set of analytical information for a channel.,Capability,,Channel Management,,Channel Analytics Management,,,
,Claim Management,"Ability to identify, track, and respond to a demand or request to indemnify constituents under the terms of an agreement.",Capability,,,,,,,
,Claim Definition,Ability to establish and identify a claim.,Capability,,Claim Management,,Claim Management,,,
,Claim Validation,Ability to verify that an incident or a claim is covered by the terms and conditions of an agreement.,Capability,,Claim Management,,Claim Management,,,
,Claim Date Verification,Ability to determine that the date of loss falls within the effective and expiration date range of the covering agreement.,Capability,,Claim Management,,Claim Validation,,,
,Claim Coverage Verification,Ability to determine that the covering agreement has the necessary coverage(s) to properly address the incident or claim.,Capability,,Claim Management,,Claim Validation,,,
,Claim Limit Verification,Ability to determine the limit and/or deductible amounts that apply to the incident or claim.,Capability,,Claim Management,,Claim Validation,,,
,Claims Remediation Determination,Ability to choose the method of claim restitution.,Capability,,Claim Management,,Claim Management,,,
,Claim Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a claim.",Capability,,Claim Management,,Claim Management,,,
,Claim Risk Level Determination,Ability to identify and define the level of risk associated with a claim.,Capability,,Claim Management,,Claim Risk Management,,,
,Claim Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a claim.,Capability,,Claim Management,,Claim Risk Management,,,
,Claim Risk Aggregation,Ability to consider a collective set of risk factors about a claim and represent them from a rationalized perspective.,Capability,,Claim Management,,Claim Risk Management,,,
,Claim Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify a claim or its component parts.",Capability,,Claim Management,,Claim Management,,,
,Claim Access Constraints Definition,Ability to determine access rights limitations for a claim.,Capability,,Claim Management,,Claim Access Management,,,
,Claim Access Constraints Interpretation,Ability to understand the access rights limitations for a claim.,Capability,,Claim Management,,Claim Access Management,,,
,Claim Access Enforcement,Ability to impose access rights limitations for a claim.,Capability,,Claim Management,,Claim Access Management,,,
,Claim Matching,Ability to associate a claim with other business objects.,Capability,,Claim Management,,Claim Management,,,
,Claim/Strategy Matching,Ability to associate a claim with a strategy.,Capability,,Claim Management,,Claim Matching,,,
,Claim/Agreement Matching,Ability to associate a claim with an agreement.,Capability,,Claim Management,,Claim Matching,,,
,Claim/Payment Matching,Ability to associate a claim with a payment.,Capability,,Claim Management,,Claim Matching,,,
,Claim/Partner Matching,Ability to associate a claim with a partner.,Capability,,Claim Management,,Claim Matching,,,
,Claim/Constituent Matching,Ability to associate a claim with a constituent.,Capability,,Claim Management,,Claim Matching,,,
,Claim/Plan Matching,Ability to associate a claim with a plan.,Capability,,Claim Management,,Claim Matching,,,
,Claim/Incident Matching,Ability to associate a claim with an incident.,Capability,,Claim Management,,Claim Matching,,,
,Claim/Research Matching,Ability to associate a claim with research.,Capability,,Claim Management,,Claim Matching,,,
,Claim Information Management,"Ability to collect, organize, monitor, report on, and otherwise disseminate basic facts, statistics, attributes, and data about a claim.",Capability,,Claim Management,,Claim Management,,,
,Claim Profile Management,"Ability to articulate, organize, identify, track, validate, and otherwise administer descriptive, identifying information about a claim and its relationships.",Capability,,Claim Management,,Claim Information Management,,,
,Claim Type Management,"Ability to determine, modify, and interpret the category or classification of a claim.",Capability,,Claim Management,,Claim Information Management,,,
,Claim State Management,"Ability to determine, modify, and interpret the status or condition of a claim.",Capability,,Claim Management,,Claim Information Management,,,
,Claim History Management,"Ability to identify, record, and represent a chronological order of events and actions associated with a claim.",Capability,,Claim Management,,Claim Information Management,,,
,Claim Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations of a claim.",Capability,,Claim Management,,Claim Information Management,,,
,Constituent Management,"Ability to identify, engage with, collect information on, understand the needs of, monitor, update, and validate the status of an individual or entity relative to an organization's sphere of responsibility.",Capability,,,,,,,
,Constituent Definition,Ability to establish and identify a constituent.,Capability,,Constituent Management,,Constituent Management,,,
,Constituent Establishment,Ability to declare a constituent.,Capability,,Constituent Management,,Constituent Definition,,,
,Constituent Identification,Ability to recognize a constituent.,Capability,,Constituent Management,,Constituent Definition,,,
,Constituent Preference Management,"Ability to capture, represent, analyze, and act upon explicit or implicit wants, needs, inclinations, leanings, likings, predispositions, penchants, or options — expressed formally or informally — as determined or derived from a combination of sources and associated with a constituent.",Capability,,Constituent Management,,Constituent Management,,,
,Constituent Preference Definition,Ability to characterize the preferences that are related to a constituent.,Capability,,Constituent Management,,Constituent Preference Management,,,
,Constituent Preference Interpretation,Ability to understand and determine the meanings or intentions of the differences in preference patterns of a constituent.,Capability,,Constituent Management,,Constituent Preference Management,,,
,Constituent Preference Enforcement,"Ability to ensure that the organization acknowledges and complies with constituent-related preferences, particularly where those preferences are explicitly defined by the constituent.",Capability,,Constituent Management,,Constituent Preference Management,,,
,Constituent Risk Management,"Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a constituent.",Capability,,Constituent Management,,Constituent Management,,,
,Constituent Risk Level Determination,Ability to identify and define the level of risk associated with a constituent.,Capability,,Constituent Management,,Constituent Risk Management,,,
,Constituent Risk Threshold Determination,Ability to identify and define the level of acceptable risk associated with a constituent.,Capability,,Constituent Management,,Constituent Risk Management,,,
,Constituent Risk Aggregation,Ability to consider a collective set of risk factors about a constituent and represent them from a rationalized perspective.,Capability,,Constituent Management,,Constituent Risk Management,,,
,Constituent Threat Determination,"Ability to identify and assess the dangers posed by, and dangers posed to, a constituent or group thereof.",Capability,,Constituent Management,,Constituent Risk Management,,,
,Constituent Threat Response Determination,"Ability to define and create a response to identified dangers posed by, and dangers posed to, a constituent or group thereof.",Capability,,Constituent Management,,Constituent Risk Management,,,
,Constituent Authentication Management,Ability to determine that a constituent is who they claim to be based on a defined confidence level.,Capability,,Constituent Management,,Constituent Management,,,
,Constituent Authentication Threshold Determination,Ability to define the degree of confidence needed to authenticate a constituent for various scenarios.,Capability,,Constituent Management,,Constituent Authentication Management,,,
,Constituent Authentication Level Determination,Ability to ascertain the degree to which a constituent is authenticated.,Capability,,Constituent Management,,Constituent Authentication Management,,,
,Constituent Authentication,Ability to validate a constituent against their genuine identity.,Capability,,Constituent Management,,Constituent Authentication Management,,,
,Constituent Access Management,"Ability to define, interpret, and enforce the laws that control who or what entity has access to a constituent, or the component parts of a constituent entity.",Capability,,Constituent Management,,Constituent Management,,,
,Constituent Access Constraints Definition,Ability to determine access rights limitations for a constituent.,Capability,,Constituent Management,,Constituent Access Management,,,
,Constituent Access Constraints Interpretation,Ability to understand the access rights limitations for a constituent.,Capability,,Constituent Management,,Constituent Access Management,,,
,Constituent Access Enforcement,Ability to impose access rights limitations for a constituent.,Capability,,Constituent Management,,Constituent Access Management,,,
